Location,Cross_Street,Latitude,Longitude,Date_Reported,Date_Occurred,Time_Occurred,Area_ID,Area_Name,Reporting_District_no,Part 1-2,Modus_Operandi,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Premise_Description,Weapon_Used_Code,Weapon_Description,Status,Status_Description,Crime_Category
7100    FULTON                       AV,,34.1994,-118.4225,2/16/2020 0:00,2/16/2020 0:00,820,15,N Hollywood,1521,1,1402 0449 0411 1810 0913 0334,35,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205,KITCHEN KNIFE,AO,Adult Other,Violent Crimes
WILSHIRE,WESTWOOD,34.0588,-118.4439,1/24/2020 0:00,1/24/2020 0:00,1700,8,West LA,817,2,0416 0910 1822 1420,40,F,O,124,BUS STOP,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
21900    YBARRA                       RD,,34.1544,-118.6037,2/20/2020 0:00,2/19/2020 0:00,2100,21,Topanga,2196,1,0344 0930,36,M,W,101,STREET,,,IC,Invest Cont,Property Crimes
6800    VARIEL                       AV,,34.1938,-118.5928,6/27/2020 0:00,6/27/2020 0:00,550,21,Topanga,2157,2,0906 2004 1275,52,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Crimes against Public Order
700 S  MAIN                         ST,,34.0437,-118.2518,12/15/2020 0:00,12/15/2020 0:00,840,1,Central,174,2,2000 1814 0400,58,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
2200    GATEWOOD                     ST,,34.0873,-118.2335,2/20/2020 0:00,2/20/2020 0:00,1104,11,Northeast,1176,2,1501 2021,28,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Crimes against Public Order
2900 E  WASHINGTON                   BL,,34.0167,-118.2176,3/31/2020 0:00,3/31/2020 0:00,630,4,Hollenbeck,497,1,0329 1302,63,M,H,101,STREET,,,IC,Invest Cont,Property Crimes
4400 W  PICO                         BL,,34.0482,-118.3307,1/21/2020 0:00,1/20/2020 0:00,1430,7,Wilshire,766,1,1300 0344,19,M,O,108,PARKING LOT,,,IC,Invest Cont,Property Crimes
1300 N  WESTERN                      AV,,34.0944,-118.3125,2/11/2020 0:00,1/29/2020 0:00,1300,6,Hollywood,668,2,1814 0913,19,F,B,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,Fraud and White-Collar Crimes
14400 W  VENTURA                      BL,,34.1505,-118.4458,8/22/2020 0:00,8/22/2020 0:00,1330,9,Van Nuys,985,1,0344 0325,53,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,Property Crimes
700 S  BROADWAY,,34.0444,-118.2541,9/21/2020 0:00,9/20/2020 0:00,1900,1,Central,163,2,0329 1414 1822,0,X,X,102,SIDEWALK,,,IC,Invest Cont,Property Crimes
19700    VENTURA                      BL,,34.1725,-118.563,12/22/2020 0:00,12/22/2020 0:00,1020,10,West Valley,1061,2,0400 2021 1236 1822 2004 0444 1420,21,F,H,301,GAS STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
600    GLADYS                       AV,,34.04,-118.2424,7/20/2020 0:00,7/19/2020 0:00,2245,1,Central,158,1,1601 0321 1414 0329 0344 1822 1607,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,Property Crimes
1700 N  MARIPOSA                     AV,,34.1018,-118.2995,4/22/2020 0:00,4/21/2020 0:00,30,11,Northeast,1141,1,0344 1307,59,F,A,707,GARAGE/CARPORT,,,IC,Invest Cont,Property Crimes
00    WINDWARD                     AV,,33.9872,-118.4732,9/12/2020 0:00,9/12/2020 0:00,1812,14,Pacific,1431,2,0400 0416 0447,30,M,W,108,PARKING LOT,212,BOTTLE,IC,Invest Cont,Violent Crimes
1900 W  25TH                         ST,,34.0337,-118.3058,6/12/2020 0:00,6/12/2020 0:00,2100,3,Southwest,316,2,0202 1822 0416 0444 0446 1236,56,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
3RD                          ST,BROADWAY,34.051,-118.248,12/21/2020 0:00,9/26/2020 0:00,800,1,Central,134,1,0344 1822,28,M,H,101,STREET,,,IC,Invest Cont,Property Crimes
2700    BEVERLY                      BL,,34.0699,-118.2777,8/3/2020 0:00,8/3/2020 0:00,1030,2,Rampart,233,1,0431 1822,29,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",512,MACE/PEPPER SPRAY,AO,Adult Other,Violent Crimes
5700    LAUREL CANYON                BL,,34.174,-118.3965,11/24/2021 0:00,10/12/2020 0:00,1,15,N Hollywood,1533,1,2000 1813 0400 0913 0408 0416,31,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,Violent Crimes
2100 N  BROADWAY,,34.0732,-118.2189,6/18/2020 0:00,6/18/2020 0:00,1630,4,Hollenbeck,421,1,325,0,M,X,203,OTHER BUSINESS,,,IC,Invest Cont,Property Crimes
5400    WHITE OAK                    AV,,34.1693,-118.5184,12/3/2020 0:00,12/2/2020 0:00,1700,10,West Valley,1067,1,,0,,,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,Property Crimes
300    WITMER                       ST,,34.0591,-118.2635,3/22/2020 0:00,3/19/2020 0:00,1700,2,Rampart,248,1,0385 0344 0329 1601,39,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Property Crimes
WITMER                       ST,WILSHIRE                     BL,34.0538,-118.2667,8/12/2020 0:00,8/12/2020 0:00,1215,2,Rampart,257,1,0910 0344,42,M,H,801,MTA BUS,,,IC,Invest Cont,Property Crimes
11200    ZAMORA                       AV,,33.9331,-118.2511,3/26/2020 0:00,3/26/2020 0:00,1825,18,Southeast,1846,1,0352 0344 1822,31,F,B,505,MOTEL,,,IC,Invest Cont,Property Crimes
11300    EL DORADO                    AV,,34.2761,-118.4355,9/19/2020 0:00,9/19/2020 0:00,1310,19,Mission,1944,2,329,26,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,Property Crimes
7TH,SPRING,34.0449,-118.2528,1/30/2020 0:00,1/29/2020 0:00,2130,1,Central,163,2,1402 0419 0522 2004,23,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
9900    JORDAN                       AV,,34.25,-118.6039,10/12/2020 0:00,10/12/2020 0:00,1,17,Devonshire,1751,1,1609 0344,32,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,Property Crimes
5400    COLUMBUS                     AV,,34.1685,-118.464,7/10/2020 0:00,7/10/2020 0:00,10,9,Van Nuys,952,2,0329 0421 0432,47,M,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,Property Crimes
10800    LULL                         ST,,34.2094,-118.366,4/25/2020 0:00,4/24/2020 0:00,1800,16,Foothill,1695,1,2000 1813 0334 1309 0913,31,M,H,501,SINGLE FAMILY DWELLING,205,KITCHEN KNIFE,AA,Adult Arrest,Crimes against Public Order
FOOTHILL,LOWELL,34.2404,-118.2661,4/27/2020 0:00,4/12/2020 0:00,1500,16,Foothill,1659,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
1300 N  FORMOSA                      AV,,34.0944,-118.3462,4/21/2020 0:00,4/19/2020 0:00,1900,6,Hollywood,644,1,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,Property Crimes
1500 N  GAFFEY                       ST,,33.7578,-118.2923,6/14/2020 0:00,6/14/2020 0:00,1705,5,Harbor,521,1,,0,,,108,PARKING LOT,,,IC,Invest Cont,Property Crimes
00    KATY                         LN,,34.269,-118.4642,6/16/2020 0:00,6/16/2020 0:00,1120,19,Mission,1943,1,1202 0344 0217 0121 1822,74,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Property Crimes
6600    CRENSHAW                     BL,,33.9797,-118.3309,1/17/2020 0:00,1/17/2020 0:00,730,12,77th Street,1241,1,0344 1606 1822 0216,52,F,H,707,GARAGE/CARPORT,,,IC,Invest Cont,Property Crimes
12100 W  VENTURA                      BL,,34.1435,-118.3957,9/24/2020 0:00,9/15/2020 0:00,1030,15,N Hollywood,1591,1,344,28,F,W,414,BOOK STORE,,,IC,Invest Cont,Property Crimes
3800    LATROBE                      ST,,34.0905,-118.1973,2/16/2020 0:00,2/16/2020 0:00,1320,4,Hollenbeck,402,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
5400 W  HOLLYWOOD                    BL,,34.1017,-118.3078,9/17/2020 0:00,9/17/2020 0:00,800,6,Hollywood,648,2,1822 0329 1609,34,M,H,503,HOTEL,,,IC,Invest Cont,Property Crimes
13000    SHERMAN                      WY,,34.2037,-118.421,3/10/2020 0:00,3/10/2020 0:00,1300,15,N Hollywood,1511,1,325,43,M,O,404,DEPARTMENT STORE,,,IC,Invest Cont,Property Crimes
600 S  WESTERN                      AV,,34.0655,-118.3114,8/2/2020 0:00,7/28/2020 0:00,1907,20,Olympic,2022,2,1822 0104 0209 0917 0319 0445 0416,27,F,K,402,MARKET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,Violent Crimes
5100    VIA DOLCE,,33.97,-118.4557,4/11/2022 0:00,8/14/2020 0:00,1,14,Pacific,1452,2,1822,43,M,H,751,WEBSITE,,,IC,Invest Cont,Fraud and White-Collar Crimes
10200    IRMA                         AV,,34.2556,-118.3007,1/21/2020 0:00,1/21/2020 0:00,1810,16,Foothill,1656,2,0913 0444 0421 1402,43,F,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AA,Adult Arrest,Crimes against Public Order
LOMA,4TH                          ST,34.0595,-118.2669,6/29/2020 0:00,6/29/2020 0:00,1105,2,Rampart,248,1,0344 1612 0329,47,M,H,101,STREET,,,IC,Invest Cont,Property Crimes
1700 E  106TH                        ST,,33.9399,-118.2421,1/28/2020 0:00,1/26/2020 0:00,100,18,Southeast,1837,1,1251 1259 0913 0533,14,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
500 S  CABRILLO                     AV,,33.7388,-118.2946,8/18/2020 0:00,8/18/2020 0:00,1637,5,Harbor,557,2,0444 2000 0913 1814,35,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
300 E  5TH                          ST,,34.0447,-118.2452,10/13/2020 0:00,10/13/2020 0:00,1800,1,Central,156,2,1202 2021 1218 2004 0416 0417 1206 2002 2000 0913,64,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
12700    VAN NUYS                     BL,,34.2816,-118.4073,1/23/2020 0:00,1/23/2020 0:00,1520,16,Foothill,1602,1,0344 0325,39,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,Property Crimes
1700    MAGNOLIA                     AV,,34.0441,-118.2864,10/14/2020 0:00,10/7/2020 0:00,700,20,Olympic,2088,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
14600    NORDHOFF                     ST,,34.2389,-118.4536,6/29/2020 0:00,6/29/2020 0:00,1300,19,Mission,1964,1,385,28,F,H,108,PARKING LOT,,,IC,Invest Cont,Property Crimes
300    MIRALESTE                    DR,,33.7412,-118.3195,10/2/2020 0:00,9/30/2020 0:00,1900,5,Harbor,551,2,0416 0553 0913 1258,7,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Crimes against Persons
800 E  IMPERIAL                     HY,,33.9345,-118.2623,11/5/2020 0:00,11/5/2020 0:00,1815,18,Southeast,1844,2,2000 1814 0400 0446 0416,26,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
3000    CRENSHAW                     BL,,34.0272,-118.3351,10/25/2020 0:00,10/25/2020 0:00,1025,3,Southwest,334,1,0104 0325 0378 1822,19,X,X,242,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",,,IC,Invest Cont,Property Crimes
7TH,BONNIE BRAE,34.0554,-118.2745,6/21/2020 0:00,6/21/2020 0:00,1,2,Rampart,266,1,0432 0342 0355 0344 1206 1822 0906,20,M,H,102,SIDEWALK,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,Property Crimes
4300    YORK                         BL,,34.1283,-118.2299,10/17/2020 0:00,10/16/2020 0:00,2000,11,Northeast,1112,1,344,36,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Property Crimes
800 E  7TH                          ST,,34.0416,-118.244,9/30/2020 0:00,9/30/2020 0:00,1710,1,Central,157,2,0416 1822,48,M,H,702,OFFICE BUILDING/OFFICE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
100 E  31ST                         ST,,34.021,-118.2711,6/23/2020 0:00,6/23/2020 0:00,1900,13,Newton,1331,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
5100    INGLEWOOD                    BL,,33.989,-118.4109,8/21/2020 0:00,8/21/2020 0:00,700,14,Pacific,1465,1,344,54,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,Property Crimes
1600 W  47TH                         ST,,34.001,-118.3068,6/23/2020 0:00,6/23/2020 0:00,2200,12,77th Street,1203,2,0913 0416 0446 0419,47,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
900 N  TIGERTAIL                    RD,,34.0756,-118.4837,8/28/2020 0:00,8/28/2020 0:00,1700,8,West LA,813,1,0344 1202 1402 0314 1822 1606,79,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Property Crimes
79TH                         ST,HOOVER                       ST,33.9678,-118.2871,8/3/2020 0:00,8/3/2020 0:00,1910,12,77th Street,1266,1,1822 0344 0337 0302 1313 0342,46,M,H,101,STREET,102,HAND GUN,AO,Adult Other,Property Crimes
LAUREL CANYON,LA MAIDA,34.1585,-118.3965,6/24/2020 0:00,6/23/2020 0:00,1400,15,N Hollywood,1544,2,2004 0400 0444,36,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
7300    WINNETKA                     AV,,34.2035,-118.571,7/20/2020 0:00,7/20/2020 0:00,1800,21,Topanga,2139,2,416,24,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
CORBIN,NORDHOFF,34.232,-118.5623,8/14/2020 0:00,8/14/2020 0:00,1445,17,Devonshire,1782,2,329,52,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Property Crimes
4100    CANTO                        DR,,34.0781,-118.195,3/31/2020 0:00,2/2/2020 0:00,1000,4,Hollenbeck,417,2,329,29,F,H,101,STREET,,,IC,Invest Cont,Property Crimes
PICO                         BL,OXFORD                       AV,34.0472,-118.3069,10/28/2020 0:00,10/27/2020 0:00,1130,20,Olympic,2063,1,0342 1822 0202 1009 0369 0305 0378 0432 0344 0449,23,F,H,101,STREET,113,SIMULATED GUN,IC,Invest Cont,Property Crimes
2600    PASADENA                     AV,,34.0765,-118.2157,8/26/2020 0:00,8/26/2020 0:00,1100,4,Hollenbeck,412,1,2000 1813 1243 0416 0408 0913,25,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
1900    JOHNSTON                     ST,,34.066,-118.2102,5/5/2020 0:00,5/5/2020 0:00,30,4,Hollenbeck,423,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
400 S  BREED                        ST,,34.038,-118.215,9/17/2020 0:00,9/16/2020 0:00,800,4,Hollenbeck,473,2,329,0,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Property Crimes
20800 W  VENTURA                      BL,,34.1664,-118.5863,8/28/2020 0:00,8/28/2020 0:00,1630,21,Topanga,2189,1,2004 0416 0334 1266 1822,34,M,H,108,PARKING LOT,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,Crimes against Public Order
5200    SATSUMA                      AV,,34.1649,-118.3676,8/5/2020 0:00,8/1/2020 0:00,1700,15,N Hollywood,1548,1,0344 1607 0321,37,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Property Crimes
800 N  BUNKER HILL                  AV,,34.0637,-118.244,3/17/2020 0:00,3/4/2020 0:00,1200,1,Central,111,1,0394 1822 0344,24,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Property Crimes
BROAD                        AV,C                            ST,33.7728,-118.2606,4/30/2020 0:00,4/16/2020 0:00,1840,5,Harbor,529,2,0400 0913,38,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
1600 W  CARSON                       ST,,33.8315,-118.3065,5/24/2020 0:00,5/24/2020 0:00,2350,5,Harbor,506,2,0408 0429 0432 0913,28,M,W,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
12500    BYRON                        AV,,34.2983,-118.5099,6/7/2020 0:00,6/7/2020 0:00,120,17,Devonshire,1707,1,1606 0344 1300 1822,20,M,W,101,STREET,,,IC,Invest Cont,Property Crimes
6500    VAN NUYS                     BL,,34.1903,-118.4574,7/15/2020 0:00,7/15/2020 0:00,1530,9,Van Nuys,923,1,0903 0421 0334 1822 0919,40,F,B,108,PARKING LOT,109,SEMI-AUTOMATIC PISTOL,AO,Adult Other,Violent Crimes
200 S  WESTLAKE                     AV,,34.0649,-118.2696,7/2/2020 0:00,7/2/2020 0:00,1600,2,Rampart,236,2,2004 1822 0601 0329,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,Property Crimes
VINE,SELMA,34.0888,-118.3124,8/3/2020 0:00,8/2/2020 0:00,2215,6,Hollywood,657,2,0930 1822,25,F,H,102,SIDEWALK,,,IC,Invest Cont,Fraud and White-Collar Crimes
1900 E  CESAR E CHAVEZ               AV,,34.0512,-118.2093,7/22/2020 0:00,7/22/2020 0:00,2205,4,Hollenbeck,455,2,329,0,M,X,222,LAUNDROMAT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,Property Crimes
12600 S  FIGUEROA                     ST,,33.9188,-118.283,2/3/2020 0:00,2/3/2020 0:00,1620,18,Southeast,1831,2,0443 0432 0913,41,F,B,102,SIDEWALK,511,VERBAL THREAT,IC,Invest Cont,Crimes against Public Order
4000    CRENSHAW                     BL,,34.0124,-118.3351,1/30/2020 0:00,1/30/2020 0:00,1640,3,Southwest,363,1,0325 0104,19,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,Property Crimes
9000    WALL                         ST,,33.9547,-118.2717,4/6/2020 0:00,4/6/2020 0:00,1740,18,Southeast,1805,1,0913 0416 0419 0447 0602,29,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Crimes against Public Order
14100    CALIFA                       ST,,34.1776,-118.4405,11/18/2020 0:00,8/15/2020 0:00,1812,9,Van Nuys,943,2,1906 1912,42,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,AO,Adult Other,Crimes against Public Order
118TH,SPRING,33.9256,-118.2761,3/6/2020 0:00,3/6/2020 0:00,2245,18,Southeast,1862,1,2000 1814 0416 0419 0448 1300,20,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Property Crimes
500    HAUSER                       BL,,34.0662,-118.3506,6/23/2020 0:00,6/23/2020 0:00,1430,7,Wilshire,734,1,0337 0344 0432 1302 1310 1822,21,M,H,101,STREET,515,PHYSICAL PRESENCE,IC,Invest Cont,Property Crimes
85TH                         ST,MAIN                         ST,33.961,-118.2739,10/20/2020 0:00,10/19/2020 0:00,1100,12,77th Street,1268,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
25600    WESTERN                      AV,,33.791,-118.3075,12/24/2020 0:00,12/24/2020 0:00,1100,5,Harbor,511,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
8600 W  PICO                         BL,,34.0583,-118.3799,2/17/2021 0:00,5/1/2020 0:00,1,8,West LA,849,2,929,41,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
1100 W  37TH                         ST,,34.021,-118.2921,7/31/2020 0:00,7/31/2020 0:00,230,3,Southwest,357,1,,0,,,108,PARKING LOT,,,IC,Invest Cont,Property Crimes
14000 W  RIVERSIDE                    DR,,34.1576,-118.4389,7/1/2020 0:00,7/1/2020 0:00,1445,9,Van Nuys,964,1,1420 0344 0325,26,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,Property Crimes
4300    PROSPECT                     AV,,34.1053,-118.2785,11/30/2020 0:00,11/17/2020 0:00,1000,11,Northeast,1143,1,,0,,,104,DRIVEWAY,,,IC,Invest Cont,Property Crimes
10400    AVALON                       BL,,33.9417,-118.2652,12/23/2020 0:00,12/20/2020 0:00,1900,18,Southeast,1834,1,0352 1822 0329,57,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Property Crimes
15000    SATICOY                      ST,,34.2085,-118.4597,1/1/2020 0:00,1/1/2020 0:00,400,9,Van Nuys,904,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
22100    DEL VALLE                    ST,,34.1668,-118.6082,4/28/2020 0:00,4/9/2020 0:00,1800,21,Topanga,2185,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
3800    TAMPICO                      AV,,34.0886,-118.1728,3/1/2020 0:00,2/26/2020 0:00,1428,4,Hollenbeck,408,2,100,50,M,H,504,OTHER RESIDENCE,,,IC,Invest Cont,Fraud and White-Collar Crimes
700 S  BERENDO                      ST,,34.0582,-118.2941,8/7/2020 0:00,8/7/2020 0:00,1220,20,Olympic,2036,1,0377 0344 1822 1606 0345 0209,0,X,X,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,Property Crimes
12400    OXNARD                       ST,,34.1794,-118.4031,1/18/2020 0:00,1/17/2020 0:00,2100,15,N Hollywood,1532,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
1800 W  8TH                          ST,,34.0534,-118.2745,2/24/2020 0:00,2/24/2020 0:00,2100,2,Rampart,266,1,0325 0104 1822 0352,0,X,X,405,CLOTHING STORE,,,IC,Invest Cont,Property Crimes
600 S  BARRINGTON                   AV,,34.0577,-118.4681,4/4/2020 0:00,4/3/2020 0:00,1700,8,West LA,827,1,0344 1822,49,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,Property Crimes
700    LACONIA                      BL,,33.9177,-118.288,9/18/2020 0:00,9/13/2020 0:00,2100,18,Southeast,1831,1,,0,,,104,DRIVEWAY,,,IC,Invest Cont,Property Crimes
1500 S  HOLT                         AV,,34.0504,-118.379,7/9/2020 0:00,7/8/2020 0:00,2200,8,West LA,859,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
900 E  24TH                         ST,,34.0216,-118.2564,8/25/2020 0:00,8/25/2020 0:00,1250,13,Newton,1323,1,0913 1300 1309 0421 0334,38,F,H,101,STREET,102,HAND GUN,IC,Invest Cont,Crimes against Public Order
600 W  FLORENCE                     AV,,33.9747,-118.2838,1/29/2020 0:00,1/29/2020 0:00,1345,12,77th Street,1256,2,1212 0319 0400 0416 0446 1822 2003 1402,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
VENICE,CRENSHAW,34.0427,-118.3423,7/12/2020 0:00,7/12/2020 0:00,1700,7,Wilshire,775,1,344,29,M,B,108,PARKING LOT,,,IC,Invest Cont,Property Crimes
FAIRFAX,SUNSET,34.0981,-118.3615,1/13/2020 0:00,1/13/2020 0:00,1145,6,Hollywood,642,1,1822 0334 1300 1309 0319 0605 0919,23,M,O,101,STREET,102,HAND GUN,IC,Invest Cont,Crimes against Public Order
7600    WHITE OAK                    AV,,34.2147,-118.523,10/21/2020 0:00,9/17/2020 0:00,2300,10,West Valley,1005,1,1300 1609 1822 0344 1414,53,F,O,101,STREET,,,IC,Invest Cont,Property Crimes
4200 S  CENTINELA                    AV,,33.996,-118.4272,8/2/2020 0:00,8/1/2020 0:00,2300,14,Pacific,1456,1,344,39,M,O,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,Property Crimes
LASSEN                       ST,WILLIS                       AV,34.25,-118.4544,7/22/2020 0:00,7/21/2020 0:00,1530,19,Mission,1962,1,1822 0429 0416,29,M,H,103,ALLEY,302,BLUNT INSTRUMENT,IC,Invest Cont,Violent Crimes
MEYLER,20TH                         ST,33.7261,-118.2968,10/26/2020 0:00,10/25/2020 0:00,1830,5,Harbor,585,1,,0,,,101,STREET,,,AO,Adult Other,Property Crimes
2600    LISCO                        PL,,34.1191,-118.3542,2/22/2020 0:00,2/22/2020 0:00,1240,6,Hollywood,622,2,0337 0432 1912,27,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
15200    CHASE                        ST,,34.2246,-118.4633,2/24/2020 0:00,2/22/2020 0:00,2200,19,Mission,1983,1,0444 0346 2000 0408 0448,25,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Property Crimes
